name,category,latitude,longitude,distance_from_center_km
,shop,48.8577465,2.2945778,0.057374017576740266
,shop,48.8581453,2.2941635,0.02782615921311585
,shop,48.8581831,2.2953251,0.06110104879005571
Caisse à billets,amenity,48.8582589,2.2937433,0.055570178933081756
Buffets,shop,48.8580713,2.2946977,0.02547692701989675
Buffets,shop,48.8581053,2.2947432,0.024748542280320807
Buffets,shop,48.8582619,2.2942404,0.019094562483506147
Le Jules Verne,amenity,48.8581328,2.2944968,0.014137158593341342
Police nationale,amenity,48.857724,2.2943986,0.060063992583801046
Pharmacie de la Tour Eiffel,amenity,48.8593893,2.2980526,0.2893230955065419
Pharmacie du Champs de Mars,amenity,48.8579304,2.3006577,0.45328802733634505
Crêpes,amenity,48.8608625,2.2916712,0.35619049157791893
Gustave Eiffel,historic,48.8587307,2.2944894,0.052362703381071345
,amenity,48.858194,2.2914426,0.2245133771914248
,amenity,48.858267,2.2915488,0.21660214221694288
,amenity,48.858333,2.2916411,0.20998507962785048
,amenity,48.8583699,2.2916971,0.20608173965663718
,amenity,48.8584417,2.2918056,0.19878734948605034
,amenity,48.8585221,2.2919194,0.1916371801596887
,amenity,48.8585785,2.2919975,0.18706092235279376
,amenity,48.8586103,2.2920459,0.18429004685310926
,amenity,48.8586429,2.2920908,0.18188575287204603
,amenity,48.858672,2.2921303,0.17986630474519005
Tour Eiffel,tourism,48.8587851,2.2943909,0.0589580171731786
,amenity,48.8550071,2.3004317,0.5659325519499119
Au Ciel de Shanghai,amenity,48.8550985,2.2950194,0.35362493225310027
Nicolas,shop,48.8549545,2.2952426,0.37159430431988816
Restaurant De La Tour,amenity,48.8544715,2.2949225,0.4224324685454481
Restaurant Le Beaujolais,amenity,48.8551112,2.2944545,0.35017369703344636
La France Renaissante,historic,48.8557606,2.2878413,0.5621789038549254
,amenity,48.8538867,2.3003181,0.6471185952664151
,amenity,48.8539092,2.3002823,0.6435050818085636
,amenity,48.8539317,2.3002481,0.6399691067821927
,amenity,48.8539909,2.3001737,0.6314193976099117
,amenity,48.8549381,2.2889854,0.5479556882019078
,amenity,48.8550236,2.2890967,0.5355152488187906
,amenity,48.8563242,2.2963476,0.2543772140553573
Au Petit Sud Ouest,amenity,48.856921,2.3009577,0.49666698829828937
,amenity,48.8585339,2.3006922,0.45535404736324214
,amenity,48.8578701,2.3001189,0.41454065575153237
Tour-Eiffel,amenity,48.8599019,2.2930286,0.212155926991136
,tourism,48.85837,2.2952664,0.05751215506449044
Cavalier Gaulois,tourism,48.8594361,2.2930111,0.1704550396635451
Cavalier Romain,tourism,48.8591978,2.2926477,0.17136119224820012
Cavalier Grec,tourism,48.8601763,2.2911269,0.3266530606348302
Cavalier Arabe,tourism,48.8604251,2.2914796,0.32728715769812206
,amenity,48.8590258,2.2939349,0.09475030113190616
,amenity,48.859,2.2939752,0.09088642808564196
,amenity,48.8589707,2.2940208,0.08653206859511449
,amenity,48.8589443,2.2940618,0.08264073281434248
,amenity,48.8589157,2.2941072,0.07843490069095276
,amenity,48.8588894,2.2941474,0.07464839425142439
École Maternelle,amenity,48.8538911,2.290498,0.5677262072031327
Pont d'léna,tourism,48.8597755,2.2919945,0.24944760001112284
Immeuble Lavirotte,tourism,48.8591113,2.3008801,0.4775978040801802
,amenity,48.8591602,2.3004809,0.4501021325403643
,amenity,48.859604,2.2959293,0.1825725903796324
,amenity,48.8569001,2.2949333,0.15451674914877683
,amenity,48.8604817,2.2887959,0.48607806885801863
Firmine,amenity,48.854553,2.295332,0.41672326876298754
,amenity,48.8555313,2.2898633,0.45593104608202134
Parking Bateaux Parisiens,amenity,48.8615319,2.2959873,0.37987024045552265
Au Bon Accueil,amenity,48.8597074,2.2992208,0.3819383887214182
Pizza Fiorentina,amenity,48.8539675,2.2881944,0.6648369717256719
Pomone,tourism,48.861987,2.2891112,0.5728684173712435
Flore,tourism,48.8617082,2.2887001,0.5728933677486038
Hercule et le taureau de Crète,tourism,48.8618269,2.2879801,0.6215044645808531
Apollon Musagète,tourism,48.8624591,2.2889143,0.6213611987610266
,amenity,48.8579883,2.2968342,0.1738815068716327
Tour Eiffel,tourism,48.8585238,2.2939989,0.04708042112569841
,amenity,48.8605151,2.2984493,0.3832105999858085
,amenity,48.8592248,2.2973839,0.23722746480819568
,amenity,48.8588115,2.2969835,0.1922415556509668
,amenity,48.8588544,2.2970563,0.19884645329472816
,amenity,48.8579237,2.3000634,0.4099038251147401
,amenity,48.8578705,2.3003441,0.4309741081225085
,amenity,48.8590739,2.2980532,0.27595452840867557
,amenity,48.8601337,2.2990227,0.3918263103624639
,amenity,48.8570297,2.2905898,0.31791617245054576
,amenity,48.8569849,2.2905418,0.3232533831775538
,amenity,48.86008,2.2900334,0.3852500506261387
,amenity,48.8594937,2.2880066,0.4958788651951326
Lapelosa Félice,shop,48.860083,2.3006579,0.49521305617706907
La Jeunesse,tourism,48.862619,2.2881573,0.6720377914317783
Flore,tourism,48.8625493,2.2882606,0.6611972292872
Le Matin,tourism,48.862484,2.2883692,0.6504407575272333
La Campagne,tourism,48.8624152,2.2884738,0.6396066565442668
Les oiseaux,tourism,48.862319,2.2877215,0.6717096229557553
Le Printemps,tourism,48.8621823,2.287928,0.6502742523999511
Les fruits,tourism,48.8621179,2.2880353,0.6396312610268058
Les jardins,tourism,48.8622511,2.2878261,0.6609519116295276
Yes’N’You,amenity,48.8543693,2.29556,0.439590561975842
Franprix,shop,48.8549338,2.2947627,0.3703851755608843
,historic,48.8547268,2.2950846,0.3952355264270375
Parapharmacie Eiffel Para,amenity,48.8547824,2.2949979,0.38844018226989835
L'Howea,shop,48.8598977,2.300606,0.4836103142606707
Franprix,shop,48.8599088,2.2968889,0.2536461499199199
Brasserie Tour Eiffel,amenity,48.8603733,2.2956703,0.25020684328251136
La Cabane du Pêcheur,shop,48.8545869,2.295076,0.41063974864067265
,leisure,48.8588935,2.2897677,0.3543698508676816
,leisure,48.8595663,2.2905484,0.32436045794495977
,tourism,48.8602972,2.2900265,0.398886864887532
,amenity,48.8597705,2.289426,0.40850423596460844
,amenity,48.8597581,2.2894716,0.40488720014967283
,amenity,48.8597478,2.2895135,0.4016137813593086
,amenity,48.8592667,2.2887813,0.43435188275051134
,amenity,48.8592318,2.2888476,0.4286582632681986
,amenity,48.8593218,2.2889613,0.42327212400677955
,amenity,48.8593457,2.2889258,0.4265189619018821
Passerelle Debilly,tourism,48.8625825,2.2969084,0.5121424303909198
,amenity,48.8545884,2.2997119,0.5594167776312443
,amenity,48.8548103,2.2993539,0.5234521268187361
,amenity,48.8549594,2.2991299,0.5001171167922295
,amenity,48.8551637,2.298808,0.4674015675061326
,amenity,48.8553194,2.298566,0.44263889262034056
,amenity,48.8559005,2.2987215,0.4059298356721748
,amenity,48.8557884,2.2988905,0.4234531469629542
,amenity,48.8548857,2.300294,0.5670413525484882
,amenity,48.855023,2.3000807,0.5452030437706097
,amenity,48.8551637,2.2998608,0.5227536519998255
,amenity,48.8553031,2.2996408,0.500396260917565
,amenity,48.8556225,2.2991493,0.4498786487792486
,amenity,48.8555131,2.2993143,0.46699343166180124
,amenity,48.855634,2.2993237,0.4588433918978877
,amenity,48.8585503,2.3006973,0.45585294213726624
Alfio,amenity,48.8580452,2.2998447,0.39287279972342304
Le Bistro Parisien,amenity,48.8601867,2.2932469,0.23318673082936495
,amenity,48.8572779,2.2978723,0.27044408228920463
,amenity,48.8572913,2.2979612,0.27583927018590276
,amenity,48.8573102,2.2980528,0.28124335915090604
,amenity,48.8573733,2.2978312,0.2635375184400132
,amenity,48.8573543,2.2977262,0.2572282990758479
,amenity,48.8573205,2.2975108,0.2443462613360301
,amenity,48.857305,2.2974014,0.23787853219567068
,amenity,48.8555533,2.3006739,0.5438835243370664
,amenity,48.8555325,2.3006709,0.5449841974243023
,amenity,48.8555012,2.3006713,0.5469534540733272
,amenity,48.8554745,2.3006739,0.5487819837579319
,amenity,48.8553953,2.3006734,0.5537713674928262
,amenity,48.8553756,2.3006813,0.5555078115886256
,amenity,48.8554614,2.2975372,0.3827614357382366
,amenity,48.8554937,2.2976543,0.38495039114703017
,amenity,48.8554931,2.2977255,0.38816672031962735
,amenity,48.8555016,2.2978375,0.39249204572874474
,amenity,48.8555125,2.2979289,0.39577450401968706
,amenity,48.8555279,2.2980134,0.3984371805931169
,amenity,48.8537721,2.3009752,0.6890692958611824
,amenity,48.8577099,2.2958979,0.11939052074173846
,amenity,48.8576085,2.2960505,0.13484199324301466
,amenity,48.8574559,2.2962858,0.15860199220491636
,amenity,48.8574415,2.2963106,0.16100812734819134
,amenity,48.857195,2.2966936,0.19980065378721207
,amenity,48.8568754,2.297197,0.2507091479398394
,amenity,48.8568591,2.2972157,0.25290602284797115
Le Champ de Mars,amenity,48.8579342,2.2999417,0.40090437680773217
Cafe Il Grigio Italian,amenity,48.8577544,2.3006773,0.4567164129382705
Iolanda,amenity,48.8545651,2.2891423,0.5687147750750072
BNP Paribas,amenity,48.8539858,2.2967328,0.5027434678511873
BNP Paribas,amenity,48.8539676,2.2967589,0.5052823473971021
Café Ribe,amenity,48.8564807,2.2928406,0.23234980905141414
Le Bailli de Suffren,amenity,48.8567551,2.2923773,0.2286489761907656
Chez Pippo,amenity,48.8588768,2.298554,0.30524267468462285
,historic,48.8598204,2.2964584,0.22528580122020306
History Group Store,tourism,48.8579648,2.2993451,0.35699813810886655
,amenity,48.8578797,2.2996724,0.38185199001629916
Monument aux combattants polonais pour la défense et la libération de la France,tourism,48.861308,2.2917845,0.3932186529733027
La Danse Triomphale,tourism,48.8623244,2.2920316,0.4869558163543459
,amenity,48.8552513,2.2890686,0.520413378982429
,amenity,48.8553181,2.2891165,0.5129564623202882
,amenity,48.8554123,2.2891826,0.5025637255713987
,amenity,48.8554858,2.2892278,0.4948559093604675
,amenity,48.8556878,2.2893324,0.47502145684418284
,amenity,48.855767,2.2893663,0.46776437194259285
,amenity,48.8558606,2.2894109,0.45900422250774253
,amenity,48.8559468,2.2894501,0.45113261807408955
,amenity,48.8560214,2.2894816,0.4445371171150683
,amenity,48.8561306,2.2895252,0.43516424333493864
,amenity,48.8562118,2.2895564,0.42837627525675326
,amenity,48.8563037,2.2895886,0.42100600316698306
,amenity,48.8564046,2.2896329,0.41250068970280523
,amenity,48.8564943,2.2896667,0.40543080853914126
,amenity,48.8565947,2.2897113,0.3972442223656545
,amenity,48.8566814,2.2897505,0.39027072076913055
,amenity,48.8567875,2.2898126,0.3809879180280258
,amenity,48.8568923,2.289881,0.37154091253511357
,amenity,48.8569869,2.289951,0.3626252176910462
,amenity,48.8570555,2.290003,0.3561767888107674
,amenity,48.8571848,2.2901197,0.34298318568468866
,amenity,48.8572459,2.2901817,0.3363842633835136
,amenity,48.8573372,2.2902779,0.32640911270585354
,amenity,48.8574164,2.2903641,0.31769935974835456
Bir-Hakeim,amenity,48.8538555,2.2896632,0.6049089194107008
Rapp - Place du Général Gouraud,amenity,48.8581047,2.3004074,0.43378041460965105
Bourdonnais - Tour Eiffel,amenity,48.8608971,2.2955997,0.3041620696373454
Octave Gréard - Tour Eiffel,amenity,48.856503,2.2931788,0.218130832741054
Suffren - Champ de Mars,amenity,48.8548765,2.2949897,0.3779655544991055
Comptoirs Richard,shop,48.8579018,2.3010707,0.48375233250837474
,amenity,48.8601941,2.3011438,0.5328104882912974
,amenity,48.8588506,2.2992158,0.3521762360035198
,amenity,48.8588401,2.2991646,0.348267698135948
,amenity,48.8547894,2.2958954,0.3992852103533129
,amenity,48.8547042,2.2957814,0.40643508957059804
,amenity,48.8544905,2.2917401,0.46556392032520566
,amenity,48.8543296,2.2919905,0.4743040379398126
,amenity,48.8543157,2.2920428,0.47425609733585455
,amenity,48.856235,2.2931332,0.2465271705888072
,amenity,48.8575732,2.3001007,0.41796915470116247
Les viandes du champs de Mars,shop,48.8579692,2.3008005,0.46341193190907537
,amenity,48.8540347,2.3000715,0.6228171188077458
,amenity,48.8549118,2.2987263,0.48454742512763005
,amenity,48.8549058,2.2989134,0.4939502982156078
,amenity,48.8554531,2.299722,0.4942011852130147
,amenity,48.8551376,2.2976979,0.41905910482875175
,amenity,48.8562441,2.299328,0.4192100917074158
,amenity,48.8593105,2.2889298,0.4251452444572644
,amenity,48.8568085,2.3013112,0.5251813822314552
,amenity,48.8567886,2.2921753,0.2364024311783802
,amenity,48.8606005,2.2952601,0.2661904036019764
,amenity,48.8542196,2.2976634,0.5057135273085142
,amenity,48.8556255,2.2973765,0.36105984042540296
,amenity,48.8573433,2.3005109,0.4526611202053542
,amenity,48.8583134,2.2981391,0.2670563534066669
,amenity,48.8598187,2.2966512,0.23442066011392196
,amenity,48.8604332,2.2987534,0.39470729687679323
,amenity,48.8599716,2.3008078,0.500426628252347
Fruit Stand,amenity,48.858407,2.2930926,0.10460478812452174
Girafe,amenity,48.8625556,2.2887639,0.6367073794689413
Librairie du Moniteur,shop,48.8625035,2.2886371,0.6386030455317994
,historic,48.8624942,2.2878914,0.6759551078331767
Trattoria Dell'Angelo,amenity,48.860656,2.3008329,0.5356308160346497
New jawad,amenity,48.8602559,2.3007106,0.5068636152655646
Gymnase Communal Camou,leisure,48.8583622,2.2993248,0.3541783268245102
Ducasse sur Seine,amenity,48.8604329,2.2917343,0.3155927666163549
Pinky Bloom,amenity,48.8581532,2.2878913,0.4851307866008283
,tourism,48.86103,2.2921842,0.35183478227302745
,amenity,48.8543104,2.2920643,0.4742041992235933
,amenity,48.8543559,2.2887986,0.6029651224681781
,amenity,48.8542188,2.292342,0.4764980093926934
,amenity,48.855405,2.2893935,0.4911677900313446
,amenity,48.8550896,2.2891615,0.5270659654893344
Chez Ming,amenity,48.8597921,2.3001026,0.44497958416803624
,amenity,48.8545384,2.2891768,0.5691229355211799
,amenity,48.8626656,2.3010909,0.6883934925836758
,amenity,48.8626459,2.3010973,0.6871667667187413
,amenity,48.8625134,2.3008235,0.6625680219750696
,amenity,48.8627026,2.3008027,0.6767048293079654
,amenity,48.8625745,2.3010758,0.6804344871068934
Les Ombres,amenity,48.861112,2.2985572,0.43497296674847186
,leisure,48.8607604,2.2961962,0.30463860156045497
,leisure,48.8609484,2.2965382,0.3342803487240104
,amenity,48.8577638,2.2966941,0.17015053552747095
,amenity,48.857864,2.2966435,0.16329214079562188
,amenity,48.8578342,2.2965918,0.16058777323256154
,amenity,48.857766,2.2966438,0.16658241777567517
,amenity,48.8577857,2.2966046,0.16314826978398814
,amenity,48.8579988,2.2967823,0.16992886699973256
,amenity,48.8580113,2.2966636,0.16110932864231614
,amenity,48.8580074,2.2967022,0.16397419923683437
,amenity,48.858003,2.2967397,0.1667690783705691
,amenity,48.8580297,2.2960869,0.1191834955312617
,amenity,48.8580299,2.2961141,0.1211288884661894
,amenity,48.8572408,2.2976211,0.25549311458815127
,amenity,48.8572104,2.2974233,0.2441679533622859
,amenity,48.8571927,2.2973207,0.23855536614272405
,amenity,48.8572871,2.2972886,0.23142527666881932
,amenity,48.8572704,2.2971873,0.2257802185202749
,amenity,48.8571764,2.2972262,0.23349583900566517
,amenity,48.8567953,2.2979172,0.2989713592158668
,amenity,48.8556878,2.296553,0.3232627998936146
,amenity,48.8558502,2.2965027,0.3056061971271497
,amenity,48.8563598,2.2966193,0.2623373934077136
,amenity,48.8561965,2.2965382,0.27388013507962605
,amenity,48.8560174,2.296496,0.2891906299310262
,amenity,48.8565415,2.2966629,0.24838441146898105
,amenity,48.8575144,2.2951428,0.09536206115771821
,amenity,48.8573639,2.2953788,0.11866429655807165
,amenity,48.8569955,2.2959401,0.17586654956485961
,amenity,48.8572563,2.2955431,0.13530790040896107
,amenity,48.8570821,2.2946541,0.1314630160077608
,amenity,48.857099,2.2948145,0.1311389423007852
,amenity,48.85699,2.2948202,0.14315582523240386
,amenity,48.8570205,2.2948169,0.13977052448875094
Dalle à l’honneur des victimes de la misère,historic,48.8622363,2.2882993,0.6345036632243471
Chalet Manège,amenity,48.8543147,2.2998268,0.587579027778414
Sandwicherie,amenity,48.8575128,2.3006259,0.45708716200854344
,shop,48.8575443,2.300573,0.45264145825902447
,shop,48.85994,2.2936558,0.19685399662205652
,shop,48.8599896,2.293621,0.20289451165657263
,amenity,48.8599436,2.2934778,0.20172055611729353
,tourism,48.8596164,2.2995617,0.40084335433354645
,tourism,48.8570928,2.2922158,0.2120254963124044
,tourism,48.8601664,2.2911103,0.32686196810154766
Monument à l'Amiral de Grasse,historic,48.8598679,2.2878172,0.5219994847136356
,amenity,48.8547659,2.2951821,0.39176216344126985
,amenity,48.8591683,2.2976961,0.255316507197953
,amenity,48.8588304,2.2966014,0.166699098889207
,amenity,48.8594852,2.2971939,0.2400517607938819
,amenity,48.8560084,2.2929882,0.27387627864422176
,amenity,48.8587511,2.2964928,0.15605776541112498
,amenity,48.8598368,2.296808,0.2437594511222985
,amenity,48.8599691,2.2965958,0.24446871936017017
,amenity,48.8563355,2.2927305,0.2503408491815914
,amenity,48.8587904,2.2965455,0.16123321192301399
,amenity,48.8598318,2.296611,0.2335335987772562
,amenity,48.8602005,2.29765,0.3161939039679077
Fiorentina,amenity,48.8542212,2.2894172,0.5838416848644213
,amenity,48.8565747,2.296499,0.23796072863737272
,amenity,48.8547606,2.2898648,0.5168748143691754
Takumi Flavours,shop,48.8548588,2.2898074,0.5115298198620987
Tabac Eiffel,shop,48.8595435,2.2969418,0.22905052272850304
,amenity,48.8573363,2.290924,0.28183282951513294
,amenity,48.8573419,2.2909106,0.28252308330034226
Guichet Transilien,amenity,48.8549974,2.2891169,0.5363850863422025
,amenity,48.8549753,2.2891011,0.5389024612600534
,amenity,48.8573411,2.2908202,0.28874983405223087
Guichet Transilien,amenity,48.8573201,2.2909388,0.28148572724987553
,amenity,48.860438,2.2986931,0.39154846102514673
Musée du Quai Branly - Jacques-Chirac,amenity,48.8605128,2.2975301,0.3349410637631155
,amenity,48.8561315,2.2970678,0.30250903802921886
,amenity,48.8560793,2.2970444,0.3060219895881855
,amenity,48.8563173,2.2970104,0.28388040728635816
,amenity,48.8558654,2.2970364,0.32485888118232564
,amenity,48.8560126,2.2970344,0.3114940867649631
,amenity,48.8558908,2.2970307,0.3223064345488019
,amenity,48.8559469,2.2970257,0.31701247521780956
,tourism,48.8606165,2.2978393,0.35874608916847434
Librairie du Musée,shop,48.8603201,2.297474,0.31637610379887454
,tourism,48.8604887,2.2977617,0.3445201711876452
,tourism,48.8613739,2.297611,0.4147437990177254
