name,category,latitude,longitude,distance_from_center_km
,shop,48.8607763,2.2969352,0.3320015605112533
,tourism,48.8612254,2.2978868,0.41291010672793566
The American Library in Paris,amenity,48.8588694,2.2990589,0.3412809321451096
,amenity,48.8597696,2.2954693,0.18231661696372192
,amenity,48.8598618,2.2953319,0.18829670329632645
,amenity,48.8599492,2.2951951,0.19465136322722307
,amenity,48.8599346,2.2952186,0.1935471058244737
,amenity,48.8599161,2.2952487,0.1921874516763477
,amenity,48.8599011,2.2952715,0.19107802043037142
,amenity,48.8598786,2.2953077,0.18950274981547613
,amenity,48.8595629,2.2949906,0.14929697394564406
,amenity,48.8596119,2.2949014,0.15320127929773664
,amenity,48.859199,2.295416,0.12417111216927518
,amenity,48.8592012,2.2954502,0.12574998704707957
,amenity,48.8591908,2.2954992,0.12683165652014647
,amenity,48.8591767,2.2955277,0.12678696154983185
,amenity,48.8591546,2.2955565,0.1261064900592915
,amenity,48.8591324,2.2955679,0.12469160491851049
,amenity,48.85972,2.2957221,0.18546937708299818
,amenity,48.8593618,2.29628,0.17906480124917068
,amenity,48.8591981,2.2965325,0.1819775334037405
,amenity,48.8591445,2.296614,0.1836481560228955
,amenity,48.8590869,2.2967065,0.18616846696528563
,amenity,48.8593527,2.2961178,0.16985523691996005
,amenity,48.8592918,2.2962217,0.170640483976594
,amenity,48.8595014,2.2958791,0.17115271068937862
,amenity,48.8594868,2.2959159,0.171467609345028
,amenity,48.8594679,2.2959454,0.17113245292798537
,amenity,48.8594061,2.2956081,0.15116776979463475
,amenity,48.8593549,2.2957087,0.15062166266343222
,amenity,48.8592062,2.2959474,0.14948325650334637
,amenity,48.8592535,2.2958804,0.1498675607617749
,amenity,48.8591286,2.2958187,0.1367020119157533
,amenity,48.8588723,2.2961781,0.14067655094934556
,amenity,48.859006,2.2961151,0.1446353299319824
,amenity,48.8570452,2.2945624,0.1351592167887357
,amenity,48.8570447,2.294599,0.13533148565261652
,amenity,48.8565989,2.2959099,0.21169368739094216
,amenity,48.8565645,2.2959166,0.21527667941972067
,amenity,48.8561006,2.2959582,0.26287343110555494
,amenity,48.8561851,2.2959887,0.25526756050253335
,amenity,48.8563009,2.2960232,0.24483466265143183
,amenity,48.8562777,2.2961573,0.2517350736133777
,amenity,48.8556389,2.2963833,0.32255770948359336
,amenity,48.8556689,2.2963377,0.3181137844556232
,amenity,48.8557218,2.2962586,0.31033780177770803
,amenity,48.8557659,2.2961862,0.30368173367051926
,amenity,48.8559455,2.2960534,0.28147253141495954
,amenity,48.8560192,2.2960769,0.2747198499299243
,amenity,48.8561489,2.2961137,0.2629122431713385
,amenity,48.8560809,2.296093,0.2690227983511156
,amenity,48.8578677,2.2956527,0.0951283258591599
,amenity,48.8574685,2.2972021,0.21689380126755006
,amenity,48.8576974,2.2972956,0.2144233360195104
,amenity,48.8576602,2.2973368,0.21854363542173336
,amenity,48.8575058,2.2973415,0.2247001541240645
,amenity,48.8576288,2.2973697,0.22192342032953646
,amenity,48.857592,2.2973808,0.22401974843366942
,amenity,48.8575399,2.297372,0.22540321746314548
,amenity,48.8574129,2.2970731,0.21096479975538632
,amenity,48.8574375,2.2970869,0.21066938105138322
,amenity,48.8574814,2.2971102,0.2101530228941242
,amenity,48.8575083,2.2971221,0.20973898746200195
,amenity,48.8575316,2.2971328,0.20944374750226127
,amenity,48.857144,2.2998527,0.4118765255279392
,amenity,48.8610812,2.2877848,0.5841885373229386
,amenity,48.8610523,2.2878063,0.5811347995694338
,amenity,48.8609799,2.2877694,0.5791802008253449
,amenity,48.8609607,2.2877285,0.5806343691995778
,amenity,48.8610029,2.2876993,0.5849026509132572
,amenity,48.8610582,2.2877275,0.5863782412269191
,amenity,48.8627361,2.2894562,0.6203157439006416
,amenity,48.8627068,2.289604,0.611267323262832
,amenity,48.8626896,2.2895631,0.611494200344146
,amenity,48.8626653,2.2895209,0.6111655757290455
,amenity,48.8626737,2.2905515,0.5699960639311755
,amenity,48.8626942,2.2905227,0.5730338933581989
,amenity,48.8616824,2.2906484,0.47408712461746383
,amenity,48.8617003,2.2906192,0.47696295595801796
,amenity,48.8617281,2.2905753,0.48136683651864404
,amenity,48.8617482,2.2905445,0.48451027381930534
,amenity,48.8617775,2.2904992,0.48911104038887443
,amenity,48.8618238,2.2904285,0.4963442177557875
,amenity,48.8618027,2.2904603,0.4930661254223436
,amenity,48.8618829,2.2908107,0.48542516448742185
,amenity,48.86186,2.2908228,0.4828167559408676
,amenity,48.8618057,2.29093,0.4734234931467273
,amenity,48.8617982,2.2919365,0.4361514016792025
,amenity,48.8617654,2.2919727,0.4317156214098344
,amenity,48.8616535,2.2919349,0.4217435992039078
,amenity,48.8616412,2.291908,0.42140741376637
,amenity,48.8617526,2.2970492,0.4310874290081584
,amenity,48.8617056,2.2969318,0.42267687894160594
,amenity,48.8616379,2.2967625,0.41068813150136463
,amenity,48.8615307,2.2965285,0.39299556397305335
,amenity,48.8614705,2.2964038,0.38338077397330306
,amenity,48.8614202,2.2963052,0.3755653872467636
,amenity,48.8612947,2.2960581,0.3563161515146426
,amenity,48.8612501,2.2959749,0.34968539245103714
,amenity,48.8612042,2.2958905,0.3429425987096748
,amenity,48.861154,2.2958033,0.3357392424782078
,amenity,48.8611001,2.2957158,0.3281954343141232
,amenity,48.8610551,2.2956423,0.32193686780107034
,amenity,48.8609951,2.2955535,0.313831815598689
,amenity,48.8614427,2.2877066,0.6113959850904787
,amenity,48.8614865,2.2877553,0.6113317619106762
,amenity,48.8615581,2.2876972,0.619469153846709
,amenity,48.8615869,2.2877326,0.6192857914265049
Francette,amenity,48.8590174,2.2917267,0.2202880759159099
Banc de Vaclav Havel,amenity,48.8556051,2.2953331,0.30148639373067043
,amenity,48.8558054,2.2943392,0.27321433039604553
,amenity,48.8557342,2.2943431,0.28111312001134986
,amenity,48.8540754,2.2964822,0.4875363906004612
,amenity,48.8549788,2.2950964,0.3674911709421448
,shop,48.8548119,2.2954069,0.38916639226907823
,amenity,48.8537966,2.2969627,0.5282108783181363
,amenity,48.8542413,2.296214,0.46424674442713815
,amenity,48.8546218,2.2957468,0.4147884257336549
,amenity,48.8553469,2.2945411,0.3239595146936954
,amenity,48.8543824,2.2960168,0.4453278740769461
,amenity,48.8547981,2.2955072,0.39199859991101854
,amenity,48.8552561,2.2946356,0.33419033448142055
,tourism,48.8550854,2.2888756,0.5431460570768041
,tourism,48.8551328,2.2890615,0.5293749909246246
À Bir-Hakeim,historic,48.855807,2.2876874,0.5695331989581501
,amenity,48.8552102,2.3011079,0.5916957083353307
,historic,48.8552127,2.3011002,0.5910733442610877
,amenity,48.8578085,2.3000155,0.40778234609324626
,amenity,48.8577141,2.2998843,0.3996893229776533
,amenity,48.8575276,2.2996544,0.38685327882914133
,amenity,48.8575358,2.2996721,0.387932749688509
,amenity,48.8575682,2.2991263,0.34803935766433347
,amenity,48.8582578,2.297821,0.24364840805609483
,amenity,48.8583266,2.2979244,0.2513450070708852
,amenity,48.8582106,2.29811,0.2649117473873575
,amenity,48.8581297,2.297982,0.2558726699535619
,amenity,48.8579802,2.2959084,0.1078847245403524
,amenity,48.8579848,2.2959434,0.11020332038476592
,amenity,48.8567737,2.2920071,0.24656739938560998
,amenity,48.8566252,2.292228,0.24669403139518106
Café Jacques,amenity,48.8609779,2.2986125,0.4270788301050616
,amenity,48.8610618,2.298892,0.4482410858750395
,amenity,48.8566983,2.2999238,0.4341972619498044
,amenity,48.8564535,2.3008261,0.5057735288636893
,amenity,48.8563689,2.3010087,0.5218181976137031
,amenity,48.854756,2.2966574,0.4205742786173112
,amenity,48.8545811,2.2967248,0.4404644554549434
,amenity,48.8548873,2.2979614,0.4529489483097631
,amenity,48.854921,2.2981789,0.4590500454272067
,amenity,48.8549362,2.2982929,0.4626667365000438
,amenity,48.8548467,2.2983168,0.47169540369086643
,amenity,48.8548288,2.2982013,0.46833379009174114
,amenity,48.8548101,2.2980749,0.4647323357543812
,amenity,48.8549062,2.2986976,0.4836823958159064
,amenity,48.8549715,2.299104,0.4978388006506051
,amenity,48.8545456,2.2996111,0.5579013832964068
,amenity,48.8549186,2.3002428,0.5618033397377953
,amenity,48.8550114,2.300096,0.5468980746886164
,amenity,48.8555578,2.2997013,0.4857362969194171
,amenity,48.8556557,2.2990934,0.44436114272900473
,amenity,48.8556482,2.2995952,0.47340977804578993
,amenity,48.8557223,2.2996155,0.4695890079368789
,amenity,48.8557841,2.2996364,0.4667286731572361
,amenity,48.8558673,2.299663,0.4629267973213875
,amenity,48.8560743,2.2997243,0.4538820131575711
,amenity,48.8561472,2.2997497,0.45118278962192104
,amenity,48.8561221,2.2998719,0.4602974769739109
,amenity,48.8562072,2.2999027,0.45743858294513984
,amenity,48.8555381,2.3012525,0.5806032205353608
,amenity,48.8551836,2.3008673,0.5790597109541579
,amenity,48.8551608,2.3008342,0.5786085293533544
,amenity,48.855137,2.3007998,0.5781688322993124
,amenity,48.8551073,2.3007562,0.5776129381567541
,amenity,48.855124,2.3007765,0.577674413608663
,amenity,48.8550882,2.3007278,0.5772535451225689
,amenity,48.855068,2.3006982,0.5769151081393407
,amenity,48.8550377,2.3006543,0.5764675794830031
,amenity,48.8550206,2.30063,0.5762587270291666
,amenity,48.8550039,2.3006055,0.5760222171157153
,amenity,48.8548206,2.3007523,0.5972834996454716
,amenity,48.8548431,2.3007857,0.5975738691835435
,amenity,48.8548714,2.3008246,0.5977908483874516
,amenity,48.8551364,2.3012089,0.6024784451154431
,amenity,48.8551614,2.301245,0.6030518868637373
,amenity,48.8551907,2.3012917,0.6040201568764284
,amenity,48.8544586,2.3009584,0.6350350830832667
,amenity,48.8543521,2.3011245,0.652015573749503
,amenity,48.8545434,2.3008291,0.6216770981000969
,amenity,48.8538957,2.2997355,0.6189631674287713
,amenity,48.8538676,2.2997815,0.6235088881043442
,amenity,48.8538434,2.2998197,0.6273597039036802
,amenity,48.8538249,2.2998484,0.6302808421494882
,amenity,48.8537976,2.2998897,0.6345437753503608
,amenity,48.8537719,2.2999303,0.6386359597449206
,amenity,48.8537777,2.3001239,0.6470978099021635
,amenity,48.8538074,2.3000791,0.6424572839138208
,amenity,48.8538249,2.3000519,0.6396855888332753
,amenity,48.8538426,2.3000244,0.636882867554373
,amenity,48.8538814,2.2999632,0.6306967650039781
,amenity,48.8539111,2.2999183,0.626052782394358
,amenity,48.8539337,2.2998837,0.622498997456947
,amenity,48.8539551,2.2998508,0.6191277265966096
,amenity,48.8541079,2.3000301,0.6146890761227063
,amenity,48.8541008,2.3004637,0.6367155526941007
,amenity,48.8541112,2.3004425,0.6348063073893659
,amenity,48.8540056,2.3006098,0.6517747009229445
,amenity,48.8538774,2.3008101,0.6722342648193522
,amenity,48.8538662,2.3008295,0.6741178408181782
,amenity,48.8540182,2.2991496,0.582145428903823
,amenity,48.8538029,2.3004567,0.6608338033194973
,amenity,48.8542928,2.3000055,0.5981761901028013
,amenity,48.8542653,2.3012692,0.6663655286697632
,amenity,48.8542723,2.3012501,0.6648019301735935
,amenity,48.8540065,2.2991292,0.5823258025542217
,amenity,48.8541612,2.2993583,0.5786425026729723
,amenity,48.8541935,2.2994065,0.5780135553693226
,amenity,48.8542363,2.2994671,0.5770954000985409
,amenity,48.8542631,2.2995075,0.5766719299448155
,amenity,48.8542798,2.2995332,0.5764480951276398
,amenity,48.8543024,2.2995663,0.5760848621579137
,amenity,48.8543501,2.2995223,0.5699496481105363
,amenity,48.8543772,2.2990951,0.547822439777676
,amenity,48.8543836,2.299068,0.5460387234197587
,amenity,48.8544044,2.2990084,0.5415318633226983
,amenity,48.8543955,2.2990272,0.5431584384136059
,amenity,48.8544162,2.2989806,0.5392473510424871
,amenity,48.8538865,2.2988242,0.5806917094164211
,amenity,48.8562983,2.3006728,0.5027157235580973
,amenity,48.8575699,2.2988495,0.32821659264245207
,amenity,48.8567327,2.2987967,0.3580866743008732
Eiffel café,amenity,48.8539753,2.2889038,0.6290550175774698
Noti Plage,amenity,48.8576166,2.2900122,0.33703727962655555
,amenity,48.854241,2.2921745,0.47841675317225324
,amenity,48.857288,2.2908946,0.2858305456765661
,amenity,48.8624917,2.3007311,0.6561053117957852
,amenity,48.8625261,2.2941349,0.4751896844985581
,amenity,48.8559086,2.294825,0.26256228069524473
,amenity,48.8565746,2.2936635,0.19722682717869294
Casa Trocadéro,amenity,48.8624138,2.2914324,0.5138832381226567
L'aquarium De Paris,amenity,48.8620507,2.2911446,0.48821672274812095
La Coquette,shop,48.8593052,2.298384,0.30775604049511396
,amenity,48.8580639,2.2927563,0.1298382089010696
,amenity,48.86214,2.2935432,0.43717564757903915
,amenity,48.8555786,2.2898725,0.4519396354525135
,amenity,48.8555507,2.2898673,0.4542782830045038
Glaces Moustache,amenity,48.8569938,2.3008214,0.4847209538379205
,tourism,48.8593678,2.288781,0.43740564427947165
,amenity,48.8556259,2.2932972,0.3059407219467134
Kunitoraya Onigiri,amenity,48.8548266,2.2895027,0.5294197635266393
5àsec,shop,48.8549263,2.2953017,0.37535151200104033
,tourism,48.8578397,2.2966976,0.16785058607241327
Chateaubriand,tourism,48.8552552,2.2892277,0.5112424809789943
,historic,48.8582161,2.2995004,0.36691380954897757
,amenity,48.8619001,2.2905706,0.4970241283017446
,leisure,48.8601993,2.2885508,0.48695017644500105
,leisure,48.860165,2.2884988,0.48870857041860694
Bibliothèque d'architecture contemporaine,amenity,48.8626018,2.2884266,0.6570996391219219
,amenity,48.8594712,2.2953882,0.14962433728981453
,amenity,48.8594891,2.2952936,0.1485653356657763
Capriccio,amenity,48.8593825,2.2979246,0.28055411272596137
Dessange,shop,48.8588358,2.297992,0.26407831044942437
Elixír voyages,shop,48.8588928,2.2979171,0.26039098965631
Café Gustave,amenity,48.8592132,2.297992,0.2772617952734053
Souvenirs tabac drinks,shop,48.8589619,2.2977916,0.2537943362917982
,amenity,48.8593635,2.2977663,0.26923146217632654
,amenity,48.8590355,2.2978034,0.25724570431268357
,amenity,48.8556891,2.2991233,0.44362475063984197
,amenity,48.8563092,2.2989998,0.3950455448835751
,amenity,48.8585148,2.2956766,0.0908302765130533
,amenity,48.8584678,2.2954963,0.0766342535860843
,amenity,48.8584357,2.2953896,0.06810054176976561
,amenity,48.8584577,2.2947339,0.027873433299653007
Snacks Et Boissons,amenity,48.8585524,2.2949035,0.04395596761331994
,amenity,48.8546593,2.2951529,0.4032627293717514
Maison De Santé Motte-Picquet Dupleix,amenity,48.8540588,2.2940296,0.4684682693359194
,amenity,48.8553063,2.2985512,0.44298678665902613
,amenity,48.8565415,2.2965291,0.24223018637482563
,amenity,48.8565128,2.2965136,0.24406593373151003
,amenity,48.856534,2.2964931,0.24127881630806639
ST.GE SOUVENIRS,shop,48.8548865,2.2948118,0.3758399737559505
,amenity,48.8569815,2.2971714,0.2421178449811807
,amenity,48.854797568687744,2.2960136404551315,0.4007240462068285
,leisure,48.85645641372329,2.2916216623164796,0.2912976639448241
Tour Eiffel 3e étage,tourism,48.85826433237279,2.294494898893334,0.0006465072649040498
Tour Eiffel 2e étage,tourism,48.858258014211266,2.29449660133736,0.0003606577468603091
Palais de Chaillot,tourism,48.862198275071236,2.2883457225810164,0.6291142623082141
Jardins du Trocadéro,leisure,48.86147159190886,2.289373949640641,0.5187240802650172
Champ de Mars,leisure,48.85604515674459,2.2979241210628705,0.3518139388921593
Tour Eiffel,tourism,48.85826203697695,2.294496149430155,0.00040389353937868473
Musée du quai Branly,tourism,48.86095322630763,2.297887108607065,0.38917719255765876
,leisure,48.85644674689609,2.2915970846955496,0.2933461662104285
Hôtel Mercure,tourism,48.85481003249339,2.292266620474829,0.41720603468167644
,amenity,48.8543615615984,2.2888963343985766,0.5975535307472403
New Cap Event Center,amenity,48.854049627261205,2.2884984571695024,0.6428211942128432
Pullman Paris Tour Eiffel,tourism,48.85547728573453,2.2928741230668166,0.3316654782452928
,amenity,48.85420075587087,2.2999148636352102,0.6013501963204028
,historic,48.857012693276594,2.2982109529615986,0.3055584963080516
,tourism,48.85675173393673,2.2983431172061706,0.3280759431870966
,tourism,48.856950966550414,2.2986371169417965,0.33663618876883666
,historic,48.85783922855795,2.296699643471192,0.16800920356404767
,historic,48.85701500546365,2.2979377731765473,0.2877166986883359
,historic,48.85674067062087,2.297610302655054,0.28392752313920927
Lucien Guitry,historic,48.85756855520934,2.298706079128209,0.31802970254678425
,historic,48.856984779262675,2.2984485395874485,0.322543293039864
,historic,48.8569789040168,2.2976965700276666,0.274396772033842
,historic,48.85679648942877,2.2982257957556818,0.31813238212706535
École maternelle,amenity,48.858536767663935,2.299793528831979,0.3896083177753084
Théâtre de la Tour Eiffel,amenity,48.85855477996968,2.3011127120281687,0.48629698043199804
Lycée étranger privé Léonard de Vinci,amenity,48.858663174534726,2.301490425060788,0.5148626098681298
La Jeunesse,tourism,48.861026801829304,2.290685253310244,0.41599983267338825
La Joie de vivre,tourism,48.86069938416494,2.290193427182037,0.4165142821389274
Aquarium de Paris - Cinéaqua,tourism,48.8622162279778,2.290969941353502,0.5105785500418599
,historic,48.86003285876747,2.287697307978475,0.5367365587927768
,leisure,48.86044854118539,2.288009547340594,0.5348826380465362
,leisure,48.86052051603663,2.2879525528509923,0.5422737374557997
,leisure,48.86277471538893,2.2916749717730456,0.5432039509345847
École primaire,amenity,48.85865210615553,2.2992897000199073,0.35411529038491996
Lycée professionnel Gustave Eiffel,amenity,48.85878930287971,2.2999610106528094,0.4049805948468102
,shop,48.85552152700727,2.3007490750410913,0.5504337484991035
,historic,48.85540091626713,2.297473967408676,0.38560577600743173
,historic,48.855358070692546,2.297586289925713,0.39421958156303166
,historic,48.85535917454555,2.2978921360046294,0.4074277517863202
,historic,48.85541645355691,2.2981884196019853,0.4162005969184901
,historic,48.85523198078753,2.2983510614905076,0.4395679648324859
,historic,48.855176371518574,2.2981087362840196,0.4332325632194556
,historic,48.85517694999999,2.297352099999999,0.4016558626009883
,historic,48.85520167646622,2.2971782302289396,0.39277574548801863
,historic,48.855149350000005,2.2978587499999996,0.42471499324953654
,historic,48.855149,2.2976043500000003,0.4141950944570647
,amenity,48.85657693350673,2.2986347207443623,0.3564511417052287
,historic,48.85556812447774,2.29659559678863,0.3365128099074057
,historic,48.85577090876725,2.296895215770787,0.3278593350950824
,amenity,48.855352625591216,2.2968348201771493,0.3658803719611283
,leisure,48.857931216392096,2.2958918475848518,0.10843523230706291
,leisure,48.85795830299126,2.29638605680027,0.14236103486447835
,leisure,48.86109407114284,2.298129906100944,0.4126236031487887
Parking automobile,amenity,48.86111934125199,2.2952356481735086,0.3225316428232575
Parking des bus,amenity,48.8605082846124,2.294399638402082,0.250145862573921
Maison de la Culture du Japon,tourism,48.8547492648839,2.289792181570354,0.5213408104564918
,leisure,48.85444337480046,2.2905792925410915,0.5127746432760151
Port Debilly,leisure,48.86247192702496,2.2954148413274686,0.4731863616890763
Port de La Bourdonnais,leisure,48.86163651237805,2.2964868535190566,0.4027953031665802
Port de Passy,leisure,48.85571937831293,2.2857043549320477,0.7046000043347294
Port de Suffren,leisure,48.857696558094595,2.290524202549478,0.29843604848556593
Port de Grenelle,leisure,48.852080272905404,2.284393799487916,1.0111126865725404
Promenade d'Australie,leisure,48.856322581259555,2.2896509454701253,0.4160044979863203
,leisure,48.85682556555845,2.291006543610108,0.30196200732791534
,leisure,48.85636555386313,2.290785414749529,0.3445323448981472
Le Carrousel de la Tour Eiffel,tourism,48.85892084990797,2.292622064239707,0.1562168332267744
Centre Sportif Émile Anthoine,leisure,48.85617209891429,2.2912732652851595,0.331650903814654
Souvenirs de Paris,shop,48.85404022101718,2.2891356582504643,0.6125323293620326
École élémentaire privée Fidès,amenity,48.85987124858061,2.2961179867081998,0.21493095387339214
Madame Brasserie,amenity,48.85841135,2.2942649999999998,0.024135904595851413
Pavillon Eiffel,tourism,48.85842219999999,2.2947295000000003,0.02465530487269621
Pavillon Ferrié,tourism,48.85810225000001,2.29425305,0.025245442877689275
Pilier Nord Caisse,shop,48.85878929999999,2.29439735,0.05935848278434323
,leisure,48.85757834414557,2.297278861358349,0.21750137318558407
Monument des Droits de l'Homme,historic,48.855225544086125,2.3011166896502884,0.5912487648791931
,leisure,48.853926397331,2.300176826697273,0.6369803870688227
,leisure,48.85366602437594,2.2998005995737327,0.6420698311295518
Bateaux Parisiens,amenity,48.860383382491186,2.29352542600142,0.24674938219380044
,amenity,48.85736903589412,2.290814481447321,0.2880591063476819
,amenity,48.85499911050466,2.2890801166134636,0.5382480683541946
,amenity,48.85493200558436,2.289004723305395,0.5473672450344651
Cathédrale de la Sainte-Trinité,amenity,48.861876309888785,2.3010171429843047,0.6248033765537447
,tourism,48.85794951441454,2.293083890902798,0.10953787749044917
Parking handicapé,amenity,48.860283595962244,2.2938036293894073,0.23078701969449467
,leisure,48.8602668393224,2.288641775420518,0.4843883954321583
,leisure,48.85446431120538,2.288455634574151,0.6123220798530135
,leisure,48.85422694668279,2.2879592337876775,0.656935449049963
,leisure,48.85439774694322,2.2881846585831456,0.6318854940387536
,leisure,48.85412117469032,2.2880115286733784,0.6622570800218752
,leisure,48.854545020138914,2.288368177398201,0.6108817750831974
,leisure,48.86103067528053,2.2997826656065348,0.49514089044613824
,leisure,48.857003131935606,2.294620611703027,0.14003855593973727
,amenity,48.85479965,2.30114215,0.6209685904299318
,amenity,48.85740564145518,2.29968455605866,0.3920808297800547
,amenity,48.85735726744113,2.3002219356651716,0.4316640511487472
,amenity,48.857277080158134,2.299842487611536,0.4069394649181611
La Bonbonnière de Marie,amenity,48.85558071657209,2.3008039529426334,0.5502004854427519
,amenity,48.8570450318435,2.299155270326555,0.3673088762918872
,amenity,48.85683182871351,2.298839199558974,0.3557793505360026
,amenity,48.85654823195995,2.2984462849963703,0.3465026389578361
,amenity,48.856425361751214,2.298492095096304,0.3569464404131904
,amenity,48.85649037275251,2.2988438723370708,0.37456754676862986
,amenity,48.85669143217651,2.2991422786492026,0.3826718233118171
,amenity,48.856604087075304,2.2988473957972153,0.36830479539462896
,amenity,48.85696228113967,2.299376689554954,0.38581136345744055
,shop,48.85683008502253,2.299421261837989,0.39453900296358646
,amenity,48.856893977912335,2.299435659656087,0.3927032705666012
,amenity,48.85728430616195,2.2993454128746227,0.37169804599179507
,amenity,48.85731686004006,2.299392831925175,0.3739961426026683
,amenity,48.857349674415225,2.2994413805786436,0.3764192438441462
,amenity,48.856749480524485,2.2985611454270125,0.3420471055525386
,amenity,48.85570477127918,2.2970160298270015,0.3388388166962394
,amenity,48.85607770191959,2.3013793555315347,0.5600738716483107
,amenity,48.8560382862724,2.301318860657384,0.5580034017925646
,amenity,48.8561816319313,2.300657229379134,0.5074630387366297
,amenity,48.85621969675117,2.3006118769362485,0.5025772290270324
,amenity,48.85663252516891,2.300516229412139,0.4770868508898688
,amenity,48.85682893482808,2.3002091909507136,0.44810576513172773
,amenity,48.85675942096495,2.300197547719774,0.450115592021548
,amenity,48.85657596505082,2.3004802341340778,0.47707788738681234
,amenity,48.85687022195402,2.3000007026631284,0.43217486897301544
,amenity,48.85710895305404,2.300146608054528,0.43362465646118614
,amenity,48.85711434770907,2.3000762424124592,0.4285152364408369
,amenity,48.856663749999996,2.30000895,0.44146210147581627
,amenity,48.85665911790411,2.299934455435897,0.4366723024036157
,leisure,48.85375187784679,2.2948454343211306,0.5019616182026245
,leisure,48.85381589060361,2.2945837922789516,0.49424242610953667
,leisure,48.85397141023617,2.2945633459568198,0.47693209093537303
Mémorial national de la guerre d'Algérie et des combats du Maroc et de la Tunisie,historic,48.860587787529624,2.2949707050372443,0.2611655272751486
,shop,48.85834315230631,2.294618169910628,0.012654769562756765
,shop,48.85834303038159,2.2943775563756894,0.012922227545931338
,shop,48.85816525479263,2.2943910992125263,0.013241701159527615
,amenity,48.858264160713624,2.2945015260036046,0.0004786685650625878
,amenity,48.862537025389244,2.300988555881616,0.672958638465248
,amenity,48.86253730106314,2.3008210603511023,0.6643431431058704
,amenity,48.86267965092623,2.3008053576118495,0.6749775155326937
Café Pierre Hermé,amenity,48.862710456843914,2.3010651366456174,0.6906327821731192
Guichet Transilien,shop,48.86253083329511,2.3011550043257123,0.6811728927514813
,amenity,48.860852215380916,2.29985058101111,0.4870487251799878
,leisure,48.85410201339987,2.2951874063670905,0.4651245096635256
,amenity,48.85659677332037,2.2934912839584416,0.19922966367456726
,amenity,48.85657893246134,2.2934649015114523,0.20179398258327133
,amenity,48.856561055862855,2.293438535492713,0.20436694090738897
,amenity,48.85654317340648,2.293412183992193,0.20694528565614226
,amenity,48.85652533243746,2.293385801569484,0.20952526158735377
,amenity,48.856507473449795,2.293359434009466,0.21211149537527044
,amenity,48.85648961485783,2.293333053198137,0.2147027325285469
,amenity,48.856413569219086,2.293221040664045,0.225775383955276
,amenity,48.856395696328725,2.2931959425936057,0.2283504471367293
,leisure,48.855767852010786,2.2878474186936395,0.5613900756672294
,amenity,48.85681125,2.29198455,0.24503234605390173
,amenity,48.853830300000006,2.28927795,0.6241299399482128
,amenity,48.85420090974766,2.292261786921547,0.4803560397801561
,amenity,48.85541329800273,2.2910449776106607,0.4056023598620996
,amenity,48.8539765,2.293617,0.4807366924916251
,amenity,48.855459950000004,2.29170615,0.37283162844651496
,amenity,48.8603946,2.3006685,0.5110672700517828
,amenity,48.85891693424978,2.2995465332061373,0.3774046510676057
,amenity,48.85940038203427,2.298358680193399,0.3102114399406331
,amenity,48.855867249999996,2.29476795,0.2668016167741688
,amenity,48.85609560488649,2.30134670521999,0.5570523293935885
,amenity,48.85483370635873,2.2955906970597484,0.3893231771706108
,amenity,48.860224249696245,2.2998740325411995,0.4507606140106756
,amenity,48.85894165,2.2982144,0.282863484850335
,amenity,48.86016333455115,2.2988545373800258,0.3832432748884479
,amenity,48.85635931070488,2.2931424896582095,0.23367592481245567
,amenity,48.85891040578321,2.2982639626747075,0.28546878320781494
,amenity,48.85905642989504,2.3007896967518446,0.4699095336562703
,amenity,48.85916977872297,2.300433093830006,0.44692267633131794
,amenity,48.86039885,2.2980928,0.3550472197504183
,amenity,48.85638888738368,2.2928361482072055,0.24126908468903738
,amenity,48.856668649999996,2.2934282499999994,0.19366516359442595
,amenity,48.856225200000004,2.30102785,0.5297315928082889
,amenity,48.85844505,2.30060005,0.44804528490747997
Le Carrousel de la Tour Eiffel,amenity,48.85903360200846,2.2926674622766354,0.15967733741414603
,leisure,48.856038435553415,2.2920809333094327,0.30423091060054164
,leisure,48.85617768691655,2.2922873621378983,0.2828341262697614
,leisure,48.86248417413644,2.28886974486594,0.6256137467622712
